Date,Open,High,Low,Close,Volume
2015-04-29,1597.96,1598.21,1575.01,1590.62,60600
2015-04-30,1590.62,1590.9,1577.69,1579.69,80766
2015-05-01,1579.69,1585.96,1577.34,1578.41,186797
2015-05-04,1578.41,1623.87,1545.04,1564.28,72854
2015-05-05,1564.28,1568.54,1555.52,1556.94,163941
2015-05-06,1556.94,1568.69,1521.6,1540.9,53953
2015-05-07,1540.9,1607.96,1493.94,1568.24,120677
2015-05-08,1568.24,1569.08,1565.6,1569.0,108190
2015-05-11,1569.0,1590.27,1555.67,1559.61,137297
2015-05-12,1559.61,1567.89,1539.48,1562.88,95826
2015-05-13,1562.88,1567.88,1560.41,1561.64,118410
2015-05-14,1561.64,1565.05,1558.22,1558.91,158487
2015-05-15,1558.91,1575.17,1557.07,1567.71,129996
2015-05-18,1567.71,1583.13,1566.16,1578.51,60332
2015-05-19,1578.51,1580.58,1568.12,1571.38,52430
2015-05-20,1571.38,1581.77,1550.89,1563.7,38496
2015-05-21,1563.7,1564.81,1559.94,1560.23,85475
2015-05-22,1560.23,1573.37,1518.86,1529.2,125346
2015-05-25,1529.2,1548.7,1487.17,1509.38,152446
2015-05-26,1509.38,1531.52,1509.08,1528.27,145582
2015-05-27,1528.27,1558.38,1518.86,1551.11,95460
2015-05-28,1551.11,1555.77,1544.19,1548.09,123819
2015-05-29,1548.09,1557.73,1547.36,1556.39,39991
2015-06-01,1556.39,1579.14,1544.51,1561.04,97494
2015-06-02,1561.04,1605.63,1555.2,1604.36,91985
2015-06-03,1604.36,1625.18,1601.14,1620.43,162351
2015-06-04,1620.43,1664.94,1608.5,1618.68,90292
2015-06-05,1618.68,1633.89,1570.4,1605.18,75694
2015-06-08,1605.18,1607.47,1582.25,1582.74,112307
2015-06-09,1582.74,1602.71,1548.29,1585.84,70591
2015-06-10,1585.84,1592.84,1575.48,1575.55,142814
2015-06-11,1575.55,1577.96,1547.73,1556.2,97763
2015-06-12,1556.2,1561.34,1547.72,1547.74,124755
2015-06-15,1547.74,1558.3,1524.85,1533.48,39243
2015-06-16,1533.48,1574.51,1529.2,1556.98,79408
2015-06-17,1556.98,1569.78,1552.23,1569.53,103444
2015-06-18,1569.53,1582.55,1566.72,1569.76,121061
2015-06-19,1569.76,1596.16,1569.05,1590.72,100513
2015-06-22,1590.72,1594.31,1575.26,1592.05,82689
2015-06-23,1592.05,1596.16,1576.83,1580.24,139455
2015-06-24,1580.24,1621.31,1578.22,1601.91,80633
2015-06-25,1601.91,1612.75,1593.49,1609.74,99628
2015-06-26,1609.74,1619.53,1593.4,1595.25,111133
2015-06-29,1595.25,1602.81,1587.57,1592.8,80849
2015-06-30,1592.8,1607.52,1576.31,1580.8,83334
2015-07-01,1580.8,1581.23,1561.65,1561.94,151363
2015-07-02,1561.94,1675.72,1541.05,1575.15,143892
2015-07-03,1575.15,1685.42,1559.36,1602.25,109746
2015-07-06,1602.25,1620.99,1564.37,1582.82,104421
2015-07-07,1582.82,1596.43,1551.46,1591.0,65725
2015-07-08,1591.0,1596.04,1571.6,1582.17,131913
2015-07-09,1582.17,1583.64,1557.67,1575.7,174265
2015-07-10,1575.7,1578.4,1552.82,1567.84,4321
2015-07-13,1567.84,1567.92,1539.24,1556.32,45063
2015-07-14,1556.32,1574.11,1552.57,1557.43,111063
2015-07-15,1557.43,1557.66,1546.3,1546.5,75565
2015-07-16,1546.5,1564.17,1536.33,1550.69,157403
2015-07-17,1550.69,1559.32,1550.02,1550.48,26324
2015-07-20,1550.48,1559.46,1537.07,1547.7,101008
2015-07-21,1547.7,1551.99,1478.47,1535.86,119719
2015-07-22,1535.86,1536.9,1528.41,1528.62,108381
2015-07-23,1528.62,1543.76,1509.43,1539.43,66557
2015-07-24,1539.43,1549.02,1517.87,1546.79,139905
2015-07-27,1546.79,1550.48,1532.61,1534.02,97606
2015-07-28,1534.02,1538.37,1517.35,1535.94,55150
2015-07-29,1535.94,1548.82,1527.64,1546.73,45657
2015-07-30,1546.73,1583.42,1522.8,1524.63,76062
2015-07-31,1524.63,1533.7,1518.69,1532.59,183727
2015-08-03,1532.59,1562.04,1499.53,1524.25,68836
2015-08-04,1524.25,1534.14,1523.61,1532.57,160365
2015-08-05,1532.57,1537.74,1518.51,1522.88,40637
2015-08-06,1522.88,1527.04,1494.21,1499.47,57796
2015-08-07,1499.47,1501.5,1477.22,1478.85,83056
2015-08-10,1478.85,1502.04,1463.17,1480.33,47705
2015-08-11,1480.33,1501.06,1461.19,1484.58,92123
2015-08-12,1484.58,1484.92,1460.45,1473.62,119788
2015-08-13,1473.62,1485.4,1467.32,1482.84,54900
2015-08-14,1482.84,1485.65,1455.99,1462.11,99205
2015-08-17,1462.11,1464.31,1460.24,1462.2,69499
2015-08-18,1462.2,1472.05,1432.72,1447.61,167977
2015-08-19,1447.61,1451.96,1432.97,1440.33,130189
2015-08-20,1440.33,1443.49,1438.28,1441.99,33556
2015-08-21,1441.99,1458.39,1429.62,1432.14,137647
2015-08-24,1432.14,1438.03,1425.29,1428.39,73844
2015-08-25,1428.39,1442.28,1427.7,1442.26,62384
2015-08-26,1442.26,1460.33,1435.57,1435.99,90037
2015-08-27,1435.99,1458.51,1416.88,1447.72,109081
2015-08-28,1447.72,1450.75,1430.91,1434.39,112296
2015-08-31,1434.39,1445.85,1418.72,1442.22,76134
2015-09-01,1442.22,1479.53,1441.13,1461.76,73100
2015-09-02,1461.76,1467.9,1429.28,1431.2,56315
2015-09-03,1431.2,1433.31,1420.93,1422.3,5133
2015-09-04,1422.3,1440.24,1397.29,1430.73,106285
2015-09-07,1430.73,1432.59,1428.76,1429.31,75701
2015-09-08,1429.31,1439.53,1420.14,1435.14,105833
2015-09-09,1435.14,1439.89,1421.07,1428.63,112973
2015-09-10,1428.63,1437.93,1417.22,1430.88,63973
2015-09-11,1430.88,1447.29,1415.73,1430.06,119492
2015-09-14,1430.06,1461.05,1424.1,1446.02,94993
2015-09-15,1446.02,1451.91,1440.81,1450.35,121636
2015-09-16,1450.35,1465.14,1449.49,1455.74,57662
2015-09-17,1455.74,1463.75,1427.16,1451.5,110482
2015-09-18,1451.5,1462.4,1377.37,1446.32,154788
2015-09-21,1446.32,1467.99,1425.57,1441.9,63976
2015-09-22,1441.9,1454.37,1426.63,1448.04,104099
2015-09-23,1448.04,1461.72,1426.61,1443.75,109067
2015-09-24,1443.75,1453.51,1437.51,1448.55,146937
2015-09-25,1448.55,1477.93,1446.34,1476.42,45722
2015-09-28,1476.42,1490.79,1473.93,1488.77,22529
2015-09-29,1488.77,1499.72,1484.15,1485.39,119229
2015-09-30,1485.39,1514.41,1473.06,1502.14,145986
2015-10-01,1502.14,1508.35,1496.17,1497.59,53715
2015-10-02,1497.59,1531.14,1457.44,1471.76,147543
2015-10-05,1471.76,1496.85,1425.11,1459.72,76799
2015-10-06,1459.72,1475.29,1429.21,1436.86,104297
2015-10-07,1436.86,1438.84,1425.72,1433.57,151799
2015-10-08,1433.57,1442.27,1429.15,1434.99,81553
2015-10-09,1434.99,1474.51,1422.18,1457.55,52219
2015-10-12,1457.55,1466.73,1455.0,1462.84,98642
2015-10-13,1462.84,1473.64,1446.22,1461.06,135245
2015-10-14,1461.06,1472.86,1461.04,1472.85,76426
2015-10-15,1472.85,1479.12,1433.14,1445.4,67793
2015-10-16,1445.4,1486.88,1424.85,1449.55,61648
2015-10-19,1449.55,1495.05,1440.55,1460.57,91437
2015-10-20,1460.57,1464.73,1441.1,1442.7,126310
2015-10-21,1442.7,1459.83,1441.52,1458.5,76435
2015-10-22,1458.5,1466.64,1444.72,1463.95,83302
2015-10-23,1463.95,1465.88,1454.69,1459.66,80491
2015-10-26,1459.66,1477.56,1423.56,1468.92,147205
2015-10-27,1468.92,1525.96,1454.47,1499.7,97875
2015-10-28,1499.7,1504.54,1491.07,1503.01,120033
2015-10-29,1503.01,1518.03,1493.7,1507.2,108667
2015-10-30,1507.2,1508.3,1498.12,1501.97,58392
2015-11-02,1501.97,1560.22,1472.53,1491.65,114808
2015-11-03,1491.65,1504.54,1491.09,1503.57,116422
2015-11-04,1503.57,1508.87,1489.96,1493.15,134912
2015-11-05,1493.15,1496.31,1488.37,1495.04,59775
2015-11-06,1495.04,1498.22,1485.82,1489.7,57192
2015-11-09,1489.7,1522.41,1483.48,1496.98,131674
2015-11-10,1496.98,1510.39,1485.36,1502.33,158084
2015-11-11,1502.33,1517.21,1502.26,1517.07,132356
2015-11-12,1517.07,1524.36,1508.94,1511.1,52921
2015-11-13,1511.1,1528.25,1483.21,1508.39,108378
2015-11-16,1508.39,1508.48,1483.58,1496.31,92469
2015-11-17,1496.31,1516.35,1473.38,1491.41,81613
2015-11-18,1491.41,1508.3,1487.91,1497.36,121831
2015-11-19,1497.36,1508.65,1491.65,1508.35,88898
2015-11-20,1508.35,1517.34,1469.11,1497.03,91361
2015-11-23,1497.03,1535.04,1476.57,1509.53,56314
2015-11-24,1509.53,1530.07,1507.44,1528.6,127454
2015-11-25,1528.6,1535.97,1499.93,1535.0,157677
2015-11-26,1535.0,1561.92,1532.27,1561.42,145841
2015-11-27,1561.42,1562.23,1546.33,1551.47,81854
2015-11-30,1551.47,1577.39,1512.69,1535.24,114250
2015-12-01,1535.24,1549.27,1496.71,1512.13,143842
2015-12-02,1512.13,1544.24,1508.25,1533.13,115455
2015-12-03,1533.13,1552.5,1491.61,1542.82,120928
2015-12-04,1542.82,1584.7,1484.03,1542.83,132559
2015-12-07,1542.83,1547.91,1539.78,1547.42,125492
2015-12-08,1547.42,1585.46,1531.93,1532.88,35331
2015-12-09,1532.88,1568.13,1530.39,1567.14,101822
2015-12-10,1567.14,1577.18,1543.9,1569.59,87388
2015-12-11,1569.59,1575.77,1556.51,1571.76,159278
2015-12-14,1571.76,1585.3,1569.43,1582.5,128736
2015-12-15,1582.5,1591.61,1577.9,1589.83,65753
2015-12-16,1589.83,1593.95,1588.81,1593.54,119210
2015-12-17,1593.54,1608.69,1565.29,1583.02,127710
2015-12-18,1583.02,1606.92,1578.15,1590.22,90747
2015-12-21,1590.22,1632.54,1583.03,1617.42,58517
2015-12-22,1617.42,1646.73,1606.01,1637.17,42255
2015-12-23,1637.17,1661.43,1635.03,1660.7,138052
2015-12-24,1660.7,1662.53,1651.57,1653.48,120406
2015-12-25,1653.48,1656.38,1628.6,1639.39,60285
2015-12-28,1639.39,1656.78,1622.84,1637.92,123094
2015-12-29,1637.92,1642.36,1636.8,1639.09,138210
2015-12-30,1639.09,1655.78,1638.67,1655.35,116385
2015-12-31,1655.35,1655.87,1630.86,1631.1,195534
2016-01-01,1631.1,1669.27,1628.69,1653.66,140286
2016-01-04,1653.66,1653.91,1648.8,1651.66,96763
2016-01-05,1651.66,1663.77,1617.66,1645.76,163706
2016-01-06,1645.76,1646.17,1631.46,1631.47,58155
2016-01-07,1631.47,1633.92,1600.2,1608.24,68364
2016-01-08,1608.24,1621.32,1607.82,1620.49,120754
2016-01-11,1620.49,1622.02,1616.81,1622.0,164173
2016-01-12,1622.0,1622.7,1598.64,1604.11,65269
2016-01-13,1604.11,1606.0,1586.0,1586.44,90563
2016-01-14,1586.44,1590.23,1580.29,1582.38,40109
2016-01-15,1582.38,1621.61,1566.01,1606.51,49200
2016-01-18,1606.51,1614.46,1598.84,1603.39,60222
2016-01-19,1603.39,1608.54,1581.73,1582.83,141176
2016-01-20,1582.83,1583.04,1566.53,1580.06,125823
2016-01-21,1580.06,1580.84,1576.68,1576.94,99030
2016-01-22,1576.94,1599.31,1475.69,1540.56,111163
2016-01-25,1540.56,1549.07,1535.72,1540.69,210208
2016-01-26,1540.69,1544.48,1535.06,1538.43,16387
2016-01-27,1538.43,1549.57,1537.27,1548.8,95414
2016-01-28,1548.8,1575.8,1543.0,1575.11,119447
2016-01-29,1575.11,1661.69,1549.83,1591.57,120280
2016-02-01,1591.57,1592.97,1587.73,1588.44,89490
2016-02-02,1588.44,1608.9,1555.61,1573.67,157092
2016-02-03,1573.67,1616.17,1559.41,1610.54,126378
2016-02-04,1610.54,1616.33,1607.0,1611.94,152816
2016-02-05,1611.94,1622.45,1607.6,1612.7,93667
2016-02-08,1612.7,1615.67,1612.65,1612.91,97494
2016-02-09,1612.91,1616.65,1609.48,1616.29,136940
2016-02-10,1616.29,1632.54,1592.59,1614.78,123514
2016-02-11,1614.78,1635.76,1606.16,1607.18,81260
2016-02-12,1607.18,1625.26,1591.29,1600.04,67744
2016-02-15,1600.04,1601.12,1599.85,1600.2,146654
2016-02-16,1600.2,1620.52,1588.24,1593.18,77526
2016-02-17,1593.18,1615.15,1562.52,1583.86,121241
2016-02-18,1583.86,1589.13,1577.76,1586.06,134829
2016-02-19,1586.06,1588.22,1580.86,1583.2,80968
2016-02-22,1583.2,1615.11,1563.46,1605.07,96965
2016-02-23,1605.07,1610.63,1567.53,1568.59,105877
2016-02-24,1568.59,1612.63,1556.18,1584.56,50218
2016-02-25,1584.56,1605.31,1580.39,1602.8,46397
2016-02-26,1602.8,1607.91,1567.13,1574.39,139751
2016-02-29,1574.39,1594.66,1559.11,1570.41,125298
2016-03-01,1570.41,1576.73,1552.9,1566.07,109099
2016-03-02,1566.07,1574.99,1534.33,1547.56,77222
2016-03-03,1547.56,1549.8,1537.87,1537.89,32459
2016-03-04,1537.89,1550.51,1512.49,1523.85,84324
2016-03-07,1523.85,1566.48,1517.36,1548.62,125780
2016-03-08,1548.62,1570.32,1530.18,1562.38,110713
2016-03-09,1562.38,1588.3,1543.36,1580.86,133084
2016-03-10,1580.86,1595.25,1580.27,1591.72,142506
2016-03-11,1591.72,1600.54,1568.22,1576.66,166549
2016-03-14,1576.66,1579.77,1562.7,1570.17,117895
2016-03-15,1570.17,1581.7,1568.09,1577.79,48377
2016-03-16,1577.79,1580.5,1556.26,1561.66,161379
2016-03-17,1561.66,1581.33,1551.09,1572.39,100125
2016-03-18,1572.39,1593.31,1540.08,1569.88,123490
2016-03-21,1569.88,1570.17,1562.95,1565.53,169925
2016-03-22,1565.53,1589.61,1541.41,1576.25,84573
2016-03-23,1576.25,1585.07,1566.74,1583.25,131596
2016-03-24,1583.25,1588.76,1555.55,1578.99,92172
2016-03-25,1578.99,1597.0,1569.61,1596.03,87250
2016-03-28,1596.03,1598.25,1576.06,1581.61,73772
2016-03-29,1581.61,1594.91,1576.98,1591.03,88221
2016-03-30,1591.03,1639.3,1588.95,1600.13,59662
2016-03-31,1600.13,1654.17,1546.04,1596.48,155138
2016-04-01,1596.48,1602.61,1591.94,1601.81,52081
2016-04-04,1601.81,1606.26,1582.66,1584.94,122593
2016-04-05,1584.94,1605.08,1582.94,1598.71,107703
2016-04-06,1598.71,1687.11,1568.07,1596.84,95407
2016-04-07,1596.84,1603.37,1589.75,1590.23,128456
2016-04-08,1590.23,1650.32,1543.5,1605.8,83049
2016-04-11,1605.8,1620.13,1593.92,1596.56,129313
2016-04-12,1596.56,1619.79,1566.78,1577.59,70630
2016-04-13,1577.59,1581.47,1555.13,1556.91,100351
2016-04-14,1556.91,1566.52,1554.81,1566.21,15810
2016-04-15,1566.21,1571.63,1535.63,1549.52,97683
2016-04-18,1549.52,1577.06,1529.11,1574.68,191083
2016-04-19,1574.68,1596.41,1537.62,1546.89,151523
2016-04-20,1546.89,1571.53,1546.57,1571.22,129240
2016-04-21,1571.22,1581.73,1548.84,1575.04,187403
2016-04-22,1575.04,1594.4,1570.01,1574.57,119963
2016-04-25,1574.57,1579.56,1544.13,1567.9,133122
2016-04-26,1567.9,1612.91,1567.49,1574.35,144874
2016-04-27,1574.35,1577.07,1573.21,1574.71,113666
2016-04-28,1574.71,1596.79,1569.37,1591.01,128374
2016-04-29,1591.01,1593.47,1590.86,1593.42,87792
2016-05-02,1593.42,1602.52,1568.72,1596.34,129746
2016-05-03,1596.34,1596.45,1586.24,1592.02,99177
2016-05-04,1592.02,1598.02,1590.91,1592.04,124381
2016-05-05,1592.04,1602.69,1589.28,1597.19,101651
2016-05-06,1597.19,1603.21,1547.46,1574.06,60256
2016-05-09,1574.06,1574.26,1553.86,1556.36,138251
2016-05-10,1556.36,1568.28,1536.07,1567.6,103380
2016-05-11,1567.6,1593.41,1558.87,1570.91,44321
2016-05-12,1570.91,1574.3,1559.09,1569.29,135566
2016-05-13,1569.29,1585.38,1567.97,1570.49,141150
2016-05-16,1570.49,1578.42,1569.81,1576.25,116009
2016-05-17,1576.25,1579.84,1569.51,1569.68,57052
2016-05-18,1569.68,1570.35,1556.34,1559.88,98404
2016-05-19,1559.88,1566.82,1547.31,1563.58,166934
2016-05-20,1563.58,1579.53,1542.88,1551.12,44776
2016-05-23,1551.12,1559.69,1550.6,1557.76,127566
2016-05-24,1557.76,1560.93,1535.38,1535.54,105983
2016-05-25,1535.54,1551.41,1534.13,1550.68,115705
2016-05-26,1550.68,1570.54,1550.29,1558.21,119180
2016-05-27,1558.21,1571.45,1549.94,1562.76,77035
2016-05-30,1562.76,1587.02,1558.96,1577.37,136318
2016-05-31,1577.37,1601.93,1576.91,1601.66,129864
2016-06-01,1601.66,1630.09,1596.72,1616.89,120724
2016-06-02,1616.89,1624.96,1591.49,1591.59,105494
2016-06-03,1591.59,1600.92,1517.35,1574.6,110920
2016-06-06,1574.6,1577.89,1566.33,1566.9,131784
2016-06-07,1566.9,1576.74,1564.36,1568.26,69355
2016-06-08,1568.26,1582.51,1543.29,1576.43,83414
2016-06-09,1576.43,1585.89,1536.35,1567.33,47936
2016-06-10,1567.33,1574.93,1566.83,1570.92,108746
2016-06-13,1570.92,1572.46,1558.65,1561.47,141617
2016-06-14,1561.47,1573.83,1546.95,1554.11,63280
2016-06-15,1554.11,1572.73,1534.8,1536.01,122240
2016-06-16,1536.01,1554.36,1520.45,1524.71,141177
2016-06-17,1524.71,1529.45,1502.66,1507.84,86769
2016-06-20,1507.84,1509.1,1489.73,1496.21,195268
2016-06-21,1496.21,1527.54,1489.24,1511.55,58965
2016-06-22,1511.55,1511.66,1499.12,1500.23,92988
2016-06-23,1500.23,1539.28,1496.82,1536.84,111638
2016-06-24,1536.84,1549.16,1526.49,1544.73,171391
2016-06-27,1544.73,1548.44,1544.51,1548.39,217426
2016-06-28,1548.39,1556.19,1530.26,1537.83,124008
2016-06-29,1537.83,1578.1,1529.55,1548.54,57758
2016-06-30,1548.54,1549.89,1532.79,1541.83,44087
2016-07-01,1541.83,1548.34,1524.67,1544.65,95920
2016-07-04,1544.65,1592.13,1535.04,1581.11,138882
2016-07-05,1581.11,1581.24,1580.39,1580.75,132774
2016-07-06,1580.75,1605.07,1576.73,1597.85,81329
2016-07-07,1597.85,1619.09,1559.43,1588.88,83500
2016-07-08,1588.88,1610.41,1562.7,1589.35,150101
2016-07-11,1589.35,1619.11,1583.56,1615.34,147643
2016-07-12,1615.34,1631.18,1599.31,1607.26,46565
2016-07-13,1607.26,1650.89,1573.5,1634.05,52010
2016-07-14,1634.05,1650.23,1624.12,1645.04,41180
2016-07-15,1645.04,1662.73,1635.8,1637.6,74356
2016-07-18,1637.6,1659.8,1630.42,1647.51,164751
2016-07-19,1647.51,1671.68,1637.12,1662.4,75793
2016-07-20,1662.4,1698.59,1654.74,1672.18,40153
2016-07-21,1672.18,1694.27,1646.94,1649.76,103182
2016-07-22,1649.76,1659.31,1636.08,1639.91,91653
2016-07-25,1639.91,1644.75,1633.95,1637.07,89707
2016-07-26,1637.07,1639.59,1620.13,1636.76,69641
2016-07-27,1636.76,1651.35,1614.84,1646.51,67796
2016-07-28,1646.51,1652.07,1645.62,1649.82,39598
2016-07-29,1649.82,1650.59,1629.06,1631.21,108931
2016-08-01,1631.21,1660.94,1626.66,1637.49,107935
2016-08-02,1637.49,1647.19,1637.45,1647.1,119023
2016-08-03,1647.1,1673.17,1638.97,1655.99,110246
2016-08-04,1655.99,1689.53,1645.03,1672.55,79498
2016-08-05,1672.55,1690.68,1661.07,1685.51,57846
2016-08-08,1685.51,1706.5,1681.03,1692.91,86820
2016-08-09,1692.91,1701.5,1623.6,1692.39,20044
2016-08-10,1692.39,1692.77,1668.07,1668.3,106702
2016-08-11,1668.3,1686.86,1649.09,1675.28,34719
2016-08-12,1675.28,1709.24,1670.68,1678.97,98149
2016-08-15,1678.97,1683.73,1677.01,1683.6,92390
2016-08-16,1683.6,1721.07,1656.98,1665.32,80444
2016-08-17,1665.32,1701.23,1617.65,1650.19,56151
2016-08-18,1650.19,1666.87,1649.26,1666.34,202879
2016-08-19,1666.34,1691.58,1643.31,1666.43,76543
2016-08-22,1666.43,1687.56,1647.12,1677.15,133691
2016-08-23,1677.15,1678.78,1676.5,1678.2,46771
2016-08-24,1678.2,1707.46,1671.68,1679.26,104114
2016-08-25,1679.26,1697.77,1677.02,1693.84,109585
2016-08-26,1693.84,1719.64,1682.46,1686.7,52489
2016-08-29,1686.7,1692.68,1686.03,1688.72,65938
2016-08-30,1688.72,1688.9,1682.3,1682.44,91788
2016-08-31,1682.44,1693.32,1665.79,1676.62,69432
2016-09-01,1676.62,1688.08,1662.28,1672.7,84701
2016-09-02,1672.7,1697.48,1629.63,1676.65,101356
2016-09-05,1676.65,1696.94,1668.24,1670.23,92896
2016-09-06,1670.23,1701.3,1669.99,1689.53,69151
2016-09-07,1689.53,1712.02,1656.6,1676.84,104282
2016-09-08,1676.84,1681.23,1670.83,1674.74,97718
2016-09-09,1674.74,1682.19,1667.62,1668.93,75922
2016-09-12,1668.93,1701.11,1662.54,1691.07,130226
2016-09-13,1691.07,1700.2,1683.74,1694.61,112798
2016-09-14,1694.61,1722.42,1691.67,1710.69,168183
2016-09-15,1710.69,1730.83,1660.06,1688.93,74853
2016-09-16,1688.93,1698.91,1687.88,1693.54,98536
2016-09-19,1693.54,1721.02,1684.25,1707.48,21306
2016-09-20,1707.48,1709.38,1707.38,1709.26,86933
2016-09-21,1709.26,1729.53,1708.35,1725.93,85065
2016-09-22,1725.93,1727.54,1703.02,1718.53,92667
2016-09-23,1718.53,1740.71,1718.11,1740.52,178393
2016-09-26,1740.52,1777.3,1740.2,1776.57,4627
2016-09-27,1776.57,1778.52,1764.89,1771.12,71541
2016-09-28,1771.12,1774.19,1756.79,1764.43,84849
2016-09-29,1764.43,1805.16,1712.07,1787.48,94858
2016-09-30,1787.48,1841.31,1766.65,1812.74,128125
2016-10-03,1812.74,1814.49,1789.8,1804.46,80655
2016-10-04,1804.46,1822.0,1755.65,1797.89,90915
2016-10-05,1797.89,1798.27,1791.53,1793.57,125504
2016-10-06,1793.57,1799.62,1764.91,1772.59,120183
2016-10-07,1772.59,1787.65,1740.3,1758.55,70162
2016-10-10,1758.55,1768.13,1735.57,1743.38,65746
2016-10-11,1743.38,1756.44,1731.87,1732.02,92829
2016-10-12,1732.02,1734.73,1730.38,1731.95,152620
2016-10-13,1731.95,1736.65,1721.88,1736.01,57774
2016-10-14,1736.01,1768.82,1729.47,1760.36,167567
2016-10-17,1760.36,1799.69,1738.92,1745.27,85390
2016-10-18,1745.27,1826.95,1730.06,1760.9,80321
2016-10-19,1760.9,1785.94,1747.46,1757.92,93094
2016-10-20,1757.92,1758.71,1739.56,1757.52,103023
2016-10-21,1757.52,1768.97,1741.67,1768.37,58178
2016-10-24,1768.37,1768.69,1750.88,1751.26,101259
2016-10-25,1751.26,1772.12,1742.02,1757.58,110924
2016-10-26,1757.58,1760.59,1747.25,1760.53,86237
2016-10-27,1760.53,1775.71,1746.24,1768.56,73274
2016-10-28,1768.56,1778.5,1768.5,1773.4,176010
2016-10-31,1773.4,1846.13,1765.41,1812.53,146700
2016-11-01,1812.53,1821.8,1763.09,1802.49,147445
2016-11-02,1802.49,1819.34,1786.5,1794.24,69845
2016-11-03,1794.24,1802.71,1771.5,1784.62,116377
2016-11-04,1784.62,1785.24,1773.68,1776.16,92471
2016-11-07,1776.16,1776.59,1764.55,1766.51,116750
2016-11-08,1766.51,1791.01,1764.87,1785.49,135946
2016-11-09,1785.49,1808.77,1784.16,1808.27,141544
2016-11-10,1808.27,1809.21,1794.63,1799.35,93264
2016-11-11,1799.35,1801.86,1785.41,1786.4,87184
2016-11-14,1786.4,1827.2,1769.62,1794.11,168636
2016-11-15,1794.11,1794.74,1783.81,1785.64,67564
2016-11-16,1785.64,1801.29,1779.35,1795.91,106056
2016-11-17,1795.91,1804.0,1791.73,1799.37,183388
2016-11-18,1799.37,1806.07,1771.12,1775.69,131456
2016-11-21,1775.69,1831.89,1760.6,1800.43,130420
2016-11-22,1800.43,1850.76,1745.31,1829.4,157911
2016-11-23,1829.4,1832.72,1818.06,1819.63,94762
2016-11-24,1819.63,1839.38,1795.38,1813.55,140410
2016-11-25,1813.55,1819.52,1812.96,1818.3,97808
2016-11-28,1818.3,1823.96,1790.88,1823.82,80494
2016-11-29,1823.82,1854.73,1803.0,1834.57,30789
2016-11-30,1834.57,1936.04,1833.31,1867.46,74355
2016-12-01,1867.46,1944.03,1863.31,1864.47,107184
2016-12-02,1864.47,1874.35,1837.65,1851.34,61952
2016-12-05,1851.34,1858.28,1828.63,1828.96,77432
2016-12-06,1828.96,1866.53,1802.42,1817.32,49274
2016-12-07,1817.32,1817.55,1811.08,1816.96,113265
2016-12-08,1816.96,1882.59,1805.8,1846.13,84004
2016-12-09,1846.13,1847.71,1828.51,1837.76,98980
2016-12-12,1837.76,1841.73,1835.1,1841.48,86271
2016-12-13,1841.48,1882.7,1828.63,1841.28,69061
2016-12-14,1841.28,1864.14,1800.92,1860.75,134269
2016-12-15,1860.75,1905.97,1857.2,1902.67,118019
2016-12-16,1902.67,1905.71,1883.16,1893.57,82645
2016-12-19,1893.57,1921.03,1863.64,1885.25,82081
2016-12-20,1885.25,1958.84,1879.38,1902.57,105434
2016-12-21,1902.57,1914.0,1902.52,1913.84,140913
2016-12-22,1913.84,1947.36,1912.7,1945.01,123173
2016-12-23,1945.01,1973.77,1942.0,1954.65,113534
2016-12-26,1954.65,1955.09,1916.79,1948.03,29237
2016-12-27,1948.03,1960.84,1946.43,1957.8,99284
2016-12-28,1957.8,1977.55,1931.56,1976.58,155638
2016-12-29,1976.58,1996.22,1945.57,1990.4,122816
2016-12-30,1990.4,2002.51,1984.17,1998.72,101177
2017-01-02,1998.72,2028.25,1982.59,2016.98,104288
2017-01-03,2016.98,2041.64,2016.4,2037.16,108203
2017-01-04,2037.16,2130.99,2031.1,2061.32,127903
2017-01-05,2061.32,2078.11,2036.44,2072.22,118082
2017-01-06,2072.22,2072.46,2062.54,2068.2,50698
2017-01-09,2068.2,2077.08,2035.43,2069.93,94476
2017-01-10,2069.93,2092.57,2043.47,2091.11,30111
2017-01-11,2091.11,2094.63,2069.63,2075.06,111898
2017-01-12,2075.06,2081.75,2074.72,2080.84,223931
2017-01-13,2080.84,2083.85,2068.81,2072.64,111809
2017-01-16,2072.64,2074.88,2062.32,2072.21,147087
2017-01-17,2072.21,2102.03,2071.07,2094.75,208121
2017-01-18,2094.75,2103.11,2087.06,2097.23,108758
2017-01-19,2097.23,2144.62,2083.71,2097.03,67409
2017-01-20,2097.03,2102.05,2069.91,2070.98,101348
2017-01-23,2070.98,2090.6,2063.6,2083.72,76124
2017-01-24,2083.72,2098.83,2082.39,2094.62,106423
2017-01-25,2094.62,2141.48,2090.78,2133.9,55872
2017-01-26,2133.9,2137.45,2118.82,2126.9,23813
2017-01-27,2126.9,2171.46,2106.85,2129.83,114333
2017-01-30,2129.83,2175.35,2070.06,2133.32,128839
2017-01-31,2133.32,2200.01,2120.4,2161.98,63141
2017-02-01,2161.98,2165.25,2152.49,2158.82,124493
2017-02-02,2158.82,2195.05,2116.86,2162.81,11057
2017-02-03,2162.81,2176.83,2154.98,2173.09,149736
2017-02-06,2173.09,2185.14,2120.26,2175.28,77331
2017-02-07,2175.28,2184.69,2155.36,2165.35,73861
2017-02-08,2165.35,2173.58,2163.42,2167.71,114414
